tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-death-comments,animal-life-stage,animal-sex,attachment-type,deployment-end-comments,deployment-id,duty-cycle,study-site,tag-manufacturer-name,tag-model
2845,Neatoo,Connochaetes taurinus,2010-05-29 00:00:00.000,2012-05-24 23:59:00.000,,8 years,f,collar,fate unknown,2845_Neatoo,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Mara,Lotek,WildCell GPS
2838,Nkairowua,Connochaetes taurinus,2010-05-29 00:00:00.000,2011-03-12 00:00:00.000,,12 years,f,collar,fate unknown,2838_Nkairowua,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Mara,Lotek,WildCell GPS
2841,Taletian,Connochaetes taurinus,2010-05-29 00:00:00.000,2010-06-14 23:59:00.000,,8 years,m,collar,fate unknown,2841_Taletian,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Mara,Lotek,WildCell GPS
2836,Fifteen,Connochaetes taurinus,2010-05-30 00:00:00.000,2012-12-10 23:59:00.000,,9 years,m,collar,fate unknown,2836_Fifteen,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Mara,Lotek,WildCell GPS
2834,Naisula,Connochaetes taurinus,2010-05-30 00:00:00.000,2011-12-18 23:59:00.000,,7 years,f,collar,fate unknown,2834_Naisula,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Mara,Lotek,WildCell GPS
30081,Lerisa,Connochaetes taurinus,2010-10-10 00:00:00.000,2010-12-12 23:59:00.000,,8 years,m,collar,fate unknown,30081_Lerisa,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30073,Nentepesi,Connochaetes taurinus,2010-10-10 00:00:00.000,2013-01-15 23:59:00.000,predated,7 years,f,collar,predated,30073_Nentepesi,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30075,Nesimei,Connochaetes taurinus,2010-10-10 00:00:00.000,2012-04-07 00:00:00.000,,6 years,f,collar,fate unknown,30075_Nesimei,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
2837,Lempaash,Connochaetes taurinus,2010-10-11 00:00:00.000,2011-07-08 23:59:00.000,,9 years,m,collar,fate unknown,2837_Lempaash,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30085,Lengaruani,Connochaetes taurinus,2010-10-11 00:00:00.000,2012-06-10 23:59:00.000,dead,8 years,m,collar,dead,30085_Lengaruani,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30078,Nenkongu Narok,Connochaetes taurinus,2010-10-11 00:00:00.000,2011-02-16 23:59:00.000,,10 years,f,collar,fate unknown,30078_NenkonguNarok,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30076,Nenkitirua,Connochaetes taurinus,2010-10-11 00:00:00.000,2012-10-29 00:00:00.000,,10 years,f,collar,"collar functioned properly, released automatically and was recovered",30076_Nenkitirua,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30069,Reiyo,Connochaetes taurinus,2010-10-12 00:00:00.000,2012-10-08 00:00:00.000,,10 years,f,collar,fate unknown,30069_Reiyo,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
30083,Leporana,Connochaetes taurinus,2010-10-12 00:00:00.000,2011-06-01 23:59:00.000,poached,9 years,m,collar,poached,30083_Leporana,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Amboseli Basin,Lotek,WildCell GPS
2840,Sotua,Connochaetes taurinus,2010-10-15 00:00:00.000,2011-09-13 23:59:00.000,,6 years,m,collar,"collar functioned properly, released automatically and was recovered",2840_Sotua,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
2842,Laingoni,Connochaetes taurinus,2010-10-15 00:00:00.000,2012-03-17 23:59:00.000,,5 years,m,collar,fate unknown,2842_Laingoni,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30086,Ne Mpaash,Connochaetes taurinus,2010-10-16 00:00:00.000,2012-02-05 00:00:00.000,,10 years,m,collar,"collar functioned properly, released automatically and was recovered",30086_NeMpaash,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30074,Noontare,Connochaetes taurinus,2010-10-16 00:00:00.000,2013-01-15 23:59:00.000,,9 years,f,collar,fate unknown,30074_Noontare,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30068,Ole Nagol,Connochaetes taurinus,2010-10-16 00:00:00.000,2010-12-25 23:59:00.000,predated,9 years,f,collar,predated,30068_OleNagol,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30082,Kiranto,Connochaetes taurinus,2010-10-17 00:00:00.000,2013-01-15 23:59:00.000,,10 years,m,collar,fate unknown,30082_Kiranto,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30072,Paita,Connochaetes taurinus,2010-10-18 00:00:00.000,2012-10-19 00:00:00.000,,9 years,f,collar,"collar functioned properly, released automatically and was recovered",30072_Paita,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30077,Ntishya,Connochaetes taurinus,2010-10-19 00:00:00.000,2012-11-20 23:59:00.000,,10 years,f,collar,"collar functioned properly, released automatically and was recovered",30077_Ntishya,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30084,Karbolo,Connochaetes taurinus,2010-10-19 00:00:00.000,2011-12-08 23:59:00.000,,8 years,m,collar,fate unknown,30084_Karbolo,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30071,Peria,Connochaetes taurinus,2010-10-19 00:00:00.000,2013-01-11 23:59:00.000,,9 years,f,collar,fate unknown,30071_Peria,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30070,Sawani,Connochaetes taurinus,2010-10-20 00:00:00.000,2011-06-14 23:59:00.000,poached,8 years,f,collar,poached,30070_Sawani,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
30079,Kikaya,Connochaetes taurinus,2010-10-20 21:01:00.000,2012-10-17 23:59:00.000,,9 years,f,collar,"collar functioned properly, released automatically and was recovered",30079_Kikaya,16 fixes/day: hourly 06:00-18:00; 3-hourly 18:00-06:00 (local time),Athi-Kaputiei Plains,Lotek,WildCell GPS
